"year","region","category","Number of people","Percentage"
"2000","Africa","Non. Religious Total","5,809,663","0.0094"
"2000","Africa","Other Religions Total","5,854,951","0.0095"
"2000","Africa","Sum of Religion Adherents","613,155,338","0.9906"
"2000","Africa","Total Population","618,965,000","1"
"2000","Africa","worldpop","6,077,000,000","0.1019"
"2000","Asia","Christianity Protestants","99,313,991","0.0285"
"2000","Asia","Christianity Roman Catholics","111,594,438","0.032"
"2000","Asia","Christianity Eastern Orthodox","10,333,466","0.003"
"2000","Asia","Christianity Anglican","5,166,213","0.0015"
"2000","Asia","Christianity Others","30,483,936","0.0087"
"2000","Asia","Christianity Total","256,892,044","0.0736"
"2000","Asia","Judaism Orthodox","0","0"
"2000","Asia","Judaism Conservatives","0","0"
"2000","Asia","Judaism Reform","0","0"
"2000","Asia","Judaism Others","148,450","0"
"2000","Asia","Judaism Total","148,450","0"
"2000","Asia","Islam Sunni","622,088,650","0.1783"
"2000","Asia","Islam Shi’a","51,736,919","0.0148"
"2000","Asia","Islam Ibadhi","0","0"
"2000","Asia","Islam Nation of Islam","0","0"
"2000","Asia","Islam Alawite","0","0"
"2000","Asia","Islam Ahmadiyya","500,000","0.0001"
"2000","Asia","Islam Other","23,364,060","0.0067"
"2000","Asia","Islam Total","697,689,629","0.2"
"2000","Asia","Buddhism Mahayana","4,130,422","0.0012"
"2000","Asia","Buddhism Theravada","113,240,351","0.0325"
"2000","Asia","Buddhism Other","264,339,459","0.0758"
"2000","Asia","Buddhism Total","381,710,232","0.1094"
"2000","Asia","Zoroastrian Total","84,816","0"
"2000","Asia","Hindu Total","870,077,984","0.2494"
"2000","Asia","Sikh Total","19,356,059","0.0055"
"2000","Asia","Shinto Total","97,027,500","0.0278"
"2000","Asia","Baha’i Total","2,148,598","0.0006"
"2000","Asia","Taoism Total","9,749,928","0.0028"
"2000","Asia","Confucianism Total","4,231,099","0.0012"
"2000","Asia","Jain Total","3,735,637","0.0011"
"2000","Asia","Syncretic Religions Total","549,045,116","0.1574"
"2000","Asia","Animist Religions Total","77,705,808","0.0223"
"2000","Asia","Non. Religious Total","584,748,329","0.1676"
"2000","Asia","Other Religions Total","5,859,144","0.0017"
"2000","Asia","Sum of Religion Adherents","2,975,462,044","0.853"
"2000","Asia","Total Population","3,488,405,040","1.0206"
"2000","Asia","worldpop","6,077,000,000","0.574"
"2000","Europe","Christianity Protestants","69,356,298","0.093"
"2000","Europe","Christianity Roman Catholics","252,170,341","0.3382"
"2000","Europe","Christianity Eastern Orthodox","209,425,163","0.2809"
"2000","Europe","Christianity Anglican","22,751,244","0.0305"
"2000","Europe","Christianity Others","17,404,399","0.0233"
"2000","Europe","Christianity Total","571,107,445","0.766"
"2000","Europe","Judaism Orthodox","0","0"
"2000","Europe","Judaism Conservatives","0","0"
"2000","Europe","Judaism Reform","0","0"
"2000","Europe","Judaism Others","2,243,767","0.003"
"2000","Europe","Judaism Total","2,243,767","0.003"
"2000","Europe","Islam Sunni","36,589,221","0.0491"
"2000","Europe","Islam Shi’a","5,201,755","0.007"
"2000","Europe","Islam Ibadhi","0","0"
"2000","Europe","Islam Nation of Islam","0","0"
"2000","Europe","Islam Alawite","0","0"
"2000","Europe","Islam Ahmadiyya","0","0"
"2000","Europe","Islam Other","5,938,865","0.008"
"2000","Europe","Islam Total","47,729,841","0.064"
"2000","Europe","Buddhism Mahayana","0","0"
"2000","Europe","Buddhism Theravada","0","0"
"2000","Europe","Buddhism Other","3,099,355","0.0042"
"2000","Europe","Buddhism Total","3,099,355","0.0042"
"2000","Europe","Zoroastrian Total","4,782","0"
"2000","Europe","Hindu Total","764,336","0.001"
"2000","Europe","Sikh Total","396,383","0.0005"
"2000","Europe","Shinto Total","0","0"
"2000","Europe","Baha’i Total","77,628","0.0001"
"2000","Europe","Taoism Total","36","0"
"2000","Europe","Confucianism Total","15,296","0"
"2000","Europe","Jain Total","0","0"
"2000","Europe","Syncretic Religions Total","129,943","0.0002"
"2000","Europe","Animist Religions Total","78,139","0.0001"
"2000","Europe","Non. Religious Total","113,729,094","0.1525"
"2000","Europe","Other Religions Total","6,220,838","0.0083"
"2000","Europe","Sum of Religion Adherents","631,867,789","0.8475"
"2000","Europe","Total Population","745,596,883","1"
"2000","Europe","worldpop","6,077,000,000","0.1227"
"2000","Mideast","Christianity Protestants","1,320,096","0.0032"
"2000","Mideast","Christianity Roman Catholics","5,009,970","0.0122"
"2000","Mideast","Christianity Eastern Orthodox","9,124,040","0.0223"
"2000","Mideast","Christianity Anglican","9,467","0"
"2000","Mideast","Christianity Others","1,215,280","0.003"
"2000","Mideast","Christianity Total","16,678,853","0.0407"
"2000","Mideast","Judaism Orthodox","4,471,831","0.0109"
"2000","Mideast","Judaism Conservatives","245,705","0.0006"
"2000","Mideast","Judaism Reform","196,564","0.0005"
"2000","Mideast","Judaism Others","41,977","0.0001"
"2000","Mideast","Judaism Total","4,956,077","0.0121"
"2000","Mideast","Islam Sunni","275,058,426","0.6712"
"2000","Mideast","Islam Shi’a","87,053,540","0.2124"
"2000","Mideast","Islam Ibadhi","1,360,367","0.0033"
"2000","Mideast","Islam Nation of Islam","0","0"
"2000","Mideast","Islam Alawite","12,568,650","0.0307"
"2000","Mideast","Islam Ahmadiyya","36,000","0.0001"
"2000","Mideast","Islam Other","0","0"
"2000","Mideast","Islam Total","376,076,983","0.9177"
"2000","Mideast","Buddhism Mahayana","0","0"
"2000","Mideast","Buddhism Theravada","0","0"
"2000","Mideast","Buddhism Other","88,823","0.0002"
"2000","Mideast","Buddhism Total","88,823","0.0002"
"2000","Mideast","Zoroastrian Total","445,000","0.0011"
"2000","Mideast","Hindu Total","1,141,268","0.0028"
"2000","Mideast","Sikh Total","15,420","0"
"2000","Mideast","Shinto Total","0","0"
"2000","Mideast","Baha’i Total","142,471","0.0003"
"2000","Mideast","Taoism Total","0","0"
"2000","Mideast","Confucianism Total","0","0"
"2000","Mideast","Jain Total","0","0"
"2000","Mideast","Syncretic Religions Total","0","0"
"2000","Mideast","Animist Religions Total","5,898,000","0.0144"
"2000","Mideast","Non. Religious Total","1,775,785","0.0043"
"2000","Mideast","Other Religions Total","2,563,620","0.0063"
"2000","Mideast","Sum of Religion Adherents","408,006,515","0.9957"
"2000","Mideast","Total Population","409,782,300","1"
"2000","Mideast","worldpop","6,077,000,000","0.0674"
"2000","West. Hem","Christianity Protestants","180,216,747","0.219"
"2000","West. Hem","Christianity Roman Catholics","490,124,294","0.5955"
"2000","West. Hem","Christianity Eastern Orthodox","7,266,522","0.0088"
"2000","West. Hem","Christianity Anglican","7,843,167","0.0095"
"2000","West. Hem","Christianity Others","24,037,463","0.0292"
"2000","West. Hem","Christianity Total","709,488,193","0.862"
"2000","West. Hem","Judaism Orthodox","961,597","0.0012"
"2000","West. Hem","Judaism Conservatives","1,603,882","0.0019"
"2000","West. Hem","Judaism Reform","2,110,338","0.0026"
"2000","West. Hem","Judaism Others","1,317,719","0.0016"
"2000","West. Hem","Judaism Total","5,993,536","0.0073"
"2000","West. Hem","Islam Sunni","2,501,568","0.003"
"2000","West. Hem","Islam Shi’a","334,752","0.0004"
"2000","West. Hem","Islam Ibadhi","0","0"
"2000","West. Hem","Islam Nation of Islam","0","0"
"2000","West. Hem","Islam Alawite","0","0"
"2000","West. Hem","Islam Ahmadiyya","0","0"
"2000","West. Hem","Islam Other","1,212,145","0.0015"
"2000","West. Hem","Islam Total","4,048,465","0.0049"
"2000","West. Hem","Buddhism Mahayana","808,358","0.001"
"2000","West. Hem","Buddhism Theravada","0","0"
"2000","West. Hem","Buddhism Other","2,406,419","0.0029"
"2000","West. Hem","Buddhism Total","3,214,777","0.0039"
"2000","West. Hem","Zoroastrian Total","1,468,955","0.0018"
"2000","West. Hem","Hindu Total","1,720,060","0.0021"
"2000","West. Hem","Sikh Total","232,021","0.0003"
"2000","West. Hem","Shinto Total","161,765","0.0002"
"2000","West. Hem","Baha’i Total","628,141","0.0008"
"2000","West. Hem","Taoism Total","50,238","0.0001"
"2000","West. Hem","Confucianism Total","6,959","0"
"2000","West. Hem","Jain Total","81,105","0.0001"
"2000","West. Hem","Syncretic Religions Total","13,592,264","0.0165"
"2000","West. Hem","Animist Religions Total","4,457,945","0.0054"
"2000","West. Hem","Non. Religious Total","76,349,251","0.0928"
"2000","West. Hem","Other Religions Total","13,043,974","0.0158"
"2000","West. Hem","Sum of Religion Adherents","758,188,398","0.9212"
"2000","West. Hem","Total Population","823,033,224","1.014"
"2000","West. Hem","worldpop","6,077,000,000","0.1354"
"2005","Africa","Christianity Protestants","113,662,262","0.1615"
"2005","Africa","Christianity Roman Catholics","143,240,680","0.2036"
"2005","Africa","Christianity Eastern Orthodox","32,751,099","0.0465"
"2005","Africa","Christianity Anglican","34,399,221","0.0489"
"2005","Africa","Christianity Others","72,948,696","0.1037"
"2005","Africa","Christianity Total","397,001,958","0.5642"
"2005","Africa","Judaism Orthodox","0","0"
"2005","Africa","Judaism Conservatives","0","0"
"2005","Africa","Judaism Reform","0","0"
"2005","Africa","Judaism Others","105,776","0.0002"
"2005","Africa","Judaism Total","105,776","0.0002"
"2005","Africa","Islam Sunni","202,118,074","0.2873"
"2005","Africa","Islam Shi’a","10,758,965","0.0153"
"2005","Africa","Islam Ibadhi","0","0"
"2005","Africa","Islam Nation of Islam","0","0"
"2005","Africa","Islam Alawite","0","0"
"2005","Africa","Islam Ahmadiyya","0","0"
"2005","Africa","Islam Other","248,681","0.0004"
"2005","Africa","Islam Total","213,125,720","0.3029"
"2005","Africa","Buddhism Mahayana","0","0"
"2005","Africa","Buddhism Theravada","0","0"
"2005","Africa","Buddhism Other","182,161","0.0003"
"2005","Africa","Buddhism Total","182,161","0.0003"
"2005","Africa","Zoroastrian Total","838","0"
"2005","Africa","Hindu Total","2,118,924","0.003"
"2005","Africa","Sikh Total","61,177","0.0001"
"2005","Africa","Shinto Total","0","0"
"2005","Africa","Baha’i Total","1,082,939","0.0015"
"2005","Africa","Taoism Total","31","0"
"2005","Africa","Confucianism Total","73,053","0.0001"
"2005","Africa","Jain Total","10,004","0"
"2005","Africa","Syncretic Religions Total","84,834","0.0001"
"2005","Africa","Animist Religions Total","79,035,014","0.1123"
"2005","Africa","Non. Religious Total","7,178,005","0.0102"
"2005","Africa","Other Religions Total","3,562,566","0.0051"
"2005","Africa","Sum of Religion Adherents","696,444,995","0.9898"
"2005","Africa","Total Population","703,623,000","1"
"2005","Africa","worldpop","6,436,000,000","0.1093"
"2005","Asia","Christianity Protestants","102,910,261","0.0281"
"2005","Asia","Christianity Roman Catholics","121,326,959","0.0331"
"2005","Asia","Christianity Eastern Orthodox","9,704,939","0.0026"
"2005","Asia","Christianity Anglican","5,492,661","0.0015"
"2005","Asia","Christianity Others","35,840,274","0.0098"
"2005","Asia","Christianity Total","275,275,093","0.0751"
"2005","Asia","Judaism Orthodox","0","0"
"2005","Asia","Judaism Conservatives","0","0"
"2005","Asia","Judaism Reform","0","0"
"2005","Asia","Judaism Others","127,286","0"
"2005","Asia","Judaism Total","127,286","0"
"2005","Asia","Islam Sunni","659,270,884","0.1798"
"2005","Asia","Islam Shi’a","53,399,804","0.0146"
"2005","Asia","Islam Ibadhi","0","0"
"2005","Asia","Islam Nation of Islam","0","0"
"2005","Asia","Islam Alawite","0","0"
"2005","Asia","Islam Ahmadiyya","543,367","0.0001"
"2005","Asia","Islam Other","36,207,787","0.0099"
"2005","Asia","Islam Total","749,421,842","0.2044"
"2005","Asia","Buddhism Mahayana","13,240,607","0.0036"
"2005","Asia","Buddhism Theravada","156,829,163","0.0428"
"2005","Asia","Buddhism Other","296,031,348","0.0807"
"2005","Asia","Buddhism Total","466,101,118","0.1271"
"2005","Asia","Zoroastrian Total","91,049","0"
"2005","Asia","Hindu Total","940,599,251","0.2566"
"2005","Asia","Sikh Total","20,940,691","0.0057"
"2005","Asia","Shinto Total","107,029,655","0.0292"
"2005","Asia","Baha’i Total","2,306,979","0.0006"
"2005","Asia","Taoism Total","12,228,350","0.0033"
"2005","Asia","Confucianism Total","4,574,392","0.0012"
"2005","Asia","Jain Total","3,751,375","0.001"
"2005","Asia","Syncretic Religions Total","555,845,044","0.1516"
"2005","Asia","Animist Religions Total","79,217,233","0.0216"
"2005","Asia","Non. Religious Total","524,304,023","0.143"
"2005","Asia","Other Religions Total","11,552,004","0.0032"
"2005","Asia","Sum of Religion Adherents","3,229,061,362","0.8808"
"2005","Asia","Total Population","3,666,155,352","1.0238"
"2005","Asia","worldpop","6,436,000,000","0.5696"
"2005","Europe","Christianity Protestants","68,977,106","0.0926"
"2005","Europe","Christianity Roman Catholics","249,539,088","0.3351"
"2005","Europe","Christianity Eastern Orthodox","195,164,244","0.262"
"2005","Europe","Christianity Anglican","21,378,217","0.0287"
"2005","Europe","Christianity Others","24,278,988","0.0326"
"2005","Europe","Christianity Total","559,337,643","0.751"
"2005","Europe","Judaism Orthodox","0","0"
"2005","Europe","Judaism Conservatives","0","0"
"2005","Europe","Judaism Reform","0","0"
"2005","Europe","Judaism Others","2,123,463","0.0029"
"2005","Europe","Judaism Total","2,123,463","0.0029"
"2005","Europe","Islam Sunni","39,933,303","0.0536"
"2005","Europe","Islam Shi’a","6,691,863","0.009"
"2005","Europe","Islam Ibadhi","0","0"
"2005","Europe","Islam Nation of Islam","0","0"
"2005","Europe","Islam Alawite","410,000","0.0006"
"2005","Europe","Islam Ahmadiyya","0","0"
"2005","Europe","Islam Other","4,195,351","0.0056"
"2005","Europe","Islam Total","51,230,517","0.0688"
"2005","Europe","Buddhism Mahayana","0","0"
"2005","Europe","Buddhism Theravada","0","0"
"2005","Europe","Buddhism Other","3,059,535","0.0041"
"2005","Europe","Buddhism Total","3,059,535","0.0041"
"2005","Europe","Zoroastrian Total","5,105","0"
"2005","Europe","Hindu Total","996,551","0.0013"
"2005","Europe","Sikh Total","412,726","0.0006"
"2005","Europe","Shinto Total","0","0"
"2005","Europe","Baha’i Total","61,087","0.0001"
"2005","Europe","Taoism Total","2,178","0"
"2005","Europe","Confucianism Total","17,648","0"
"2005","Europe","Jain Total","0","0"
"2005","Europe","Syncretic Religions Total","426,992","0.0006"
"2005","Europe","Animist Religions Total","186,360","0.0003"
"2005","Europe","Non. Religious Total","114,977,698","0.1544"
"2005","Europe","Other Religions Total","11,924,097","0.016"
"2005","Europe","Sum of Religion Adherents","629,783,902","0.8456"
"2005","Europe","Total Population","744,761,600","1"
"2005","Europe","worldpop","6,436,000,000","0.1157"
"2005","Mideast","Christianity Protestants","1,798,732","0.004"
"2005","Mideast","Christianity Roman Catholics","4,861,634","0.0109"
"2005","Mideast","Christianity Eastern Orthodox","9,773,642","0.0219"
"2005","Mideast","Christianity Anglican","10,740","0"
"2005","Mideast","Christianity Others","1,792,749","0.004"
"2005","Mideast","Christianity Total","18,237,497","0.0409"
"2005","Mideast","Judaism Orthodox","5,222,943","0.0117"
"2005","Mideast","Judaism Conservatives","31,654","0.0001"
"2005","Mideast","Judaism Reform","21,102","0"
"2005","Mideast","Judaism Others","33,726","0.0001"
"2005","Mideast","Judaism Total","5,309,425","0.0119"
"2005","Mideast","Islam Sunni","297,361,142","0.6668"
"2005","Mideast","Islam Shi’a","93,682,310","0.2101"
"2005","Mideast","Islam Ibadhi","1,415,383","0.0032"
"2005","Mideast","Islam Nation of Islam","0","0"
"2005","Mideast","Islam Alawite","15,583,460","0.0349"
"2005","Mideast","Islam Ahmadiyya","0","0"
"2005","Mideast","Islam Other","112,400","0.0003"
"2005","Mideast","Islam Total","408,154,695","0.9152"
"2005","Mideast","Buddhism Mahayana","0","0"
"2005","Mideast","Buddhism Theravada","0","0"
"2005","Mideast","Buddhism Other","105,908","0.0002"
"2005","Mideast","Buddhism Total","105,908","0.0002"
"2005","Mideast","Zoroastrian Total","19,500","0"
"2005","Mideast","Hindu Total","1,454,979","0.0033"
"2005","Mideast","Sikh Total","17,500","0"
"2005","Mideast","Shinto Total","0","0"
"2005","Mideast","Baha’i Total","152,950","0.0003"
"2005","Mideast","Taoism Total","0","0"
"2005","Mideast","Confucianism Total","0","0"
"2005","Mideast","Jain Total","0","0"
"2005","Mideast","Syncretic Religions Total","0","0"
"2005","Mideast","Animist Religions Total","7,079,400","0.0159"
"2005","Mideast","Non. Religious Total","2,652,435","0.0059"
"2005","Mideast","Other Religions Total","2,774,564","0.0062"
"2005","Mideast","Sum of Religion Adherents","443,306,418","0.9941"
"2005","Mideast","Total Population","445,958,853","1"
"2005","Mideast","worldpop","6,436,000,000","0.0693"
"2005","West. Hem","Christianity Protestants","203,594,477","0.2326"
"2005","West. Hem","Christianity Roman Catholics","494,915,555","0.5655"
"2005","West. Hem","Christianity Eastern Orthodox","7,730,972","0.0088"
"2005","West. Hem","Christianity Anglican","7,756,664","0.0089"
"2005","West. Hem","Christianity Others","26,881,608","0.0307"
"2005","West. Hem","Christianity Total","740,879,276","0.8465"
"2005","West. Hem","Judaism Orthodox","1,048,228","0.0012"
"2005","West. Hem","Judaism Conservatives","1,747,197","0.002"
"2005","West. Hem","Judaism Reform","2,321,199","0.0027"
"2005","West. Hem","Judaism Others","1,487,754","0.0017"
"2005","West. Hem","Judaism Total","6,604,378","0.0075"
"2005","West. Hem","Islam Sunni","2,944,529","0.0034"
"2005","West. Hem","Islam Shi’a","386,845","0.0004"
"2005","West. Hem","Islam Ibadhi","0","0"
"2005","West. Hem","Islam Nation of Islam","0","0"
"2005","West. Hem","Islam Alawite","0","0"
"2005","West. Hem","Islam Ahmadiyya","0","0"
"2005","West. Hem","Islam Other","1,190,198","0.0014"
"2005","West. Hem","Islam Total","4,521,572","0.0052"
"2005","West. Hem","Buddhism Mahayana","858,297","0.001"
"2005","West. Hem","Buddhism Theravada","0","0"
"2005","West. Hem","Buddhism Other","3,810,102","0.0044"
"2005","West. Hem","Buddhism Total","4,668,399","0.0053"
"2005","West. Hem","Zoroastrian Total","1,559,581","0.0018"
"2005","West. Hem","Hindu Total","2,191,657","0.0025"
"2005","West. Hem","Sikh Total","437,055","0.0005"
"2005","West. Hem","Shinto Total","191,600","0.0002"
"2005","West. Hem","Baha’i Total","705,878","0.0008"
"2005","West. Hem","Taoism Total","64,811","0.0001"
"2005","West. Hem","Confucianism Total","79,864","0.0001"
"2005","West. Hem","Jain Total","89,362","0.0001"
"2005","West. Hem","Syncretic Religions Total","12,979,998","0.0148"
"2005","West. Hem","Animist Religions Total","5,830,711","0.0067"
"2005","West. Hem","Non. Religious Total","94,709,150","0.1082"
"2005","West. Hem","Other Religions Total","9,231,306","0.0105"
"2005","West. Hem","Sum of Religion Adherents","790,035,448","0.9027"
"2005","West. Hem","Total Population","875,196,370","1.0109"
"2005","West. Hem","worldpop","6,436,000,000","0.136"
"2010","Africa","Christianity Protestants","143,752,568","0.1798"
"2010","Africa","Christianity Roman Catholics","165,943,467","0.2076"
"2010","Africa","Christianity Eastern Orthodox","38,254,839","0.0478"
"2010","Africa","Christianity Anglican","38,701,490","0.0484"
"2010","Africa","Christianity Others","73,353,476","0.0918"
"2010","Africa","Christianity Total","460,005,841","0.5754"
"2010","Africa","Judaism Orthodox","0","0"
"2010","Africa","Judaism Conservatives","0","0"
"2010","Africa","Judaism Reform","0","0"
"2010","Africa","Judaism Others","106,121","0.0001"
"2010","Africa","Judaism Total","106,121","0.0001"
"2010","Africa","Islam Sunni","234,059,830","0.2928"
"2010","Africa","Islam Shi’a","12,052,097","0.0151"
"2010","Africa","Islam Ibadhi","0","0"
"2010","Africa","Islam Nation of Islam","0","0"
"2010","Africa","Islam Alawite","0","0"
"2010","Africa","Islam Ahmadiyya","0","0"
"2010","Africa","Islam Other","292,545","0.0004"
"2010","Africa","Islam Total","246,404,472","0.3082"
"2010","Africa","Buddhism Mahayana","0","0"
"2010","Africa","Buddhism Theravada","0","0"
"2010","Africa","Buddhism Other","224,181","0.0003"
"2010","Africa","Buddhism Total","224,181","0.0003"
"2010","Africa","Zoroastrian Total","951","0"
"2010","Africa","Hindu Total","2,347,387","0.0029"
"2010","Africa","Sikh Total","74,969","0.0001"
"2010","Africa","Shinto Total","0","0"
"2010","Africa","Baha’i Total","1,183,246","0.0015"
"2010","Africa","Taoism Total","62","0"
"2010","Africa","Confucianism Total","91,857","0.0001"
"2010","Africa","Jain Total","20,009","0"
"2010","Africa","Syncretic Religions Total","97,374","0.0001"
"2010","Africa","Animist Religions Total","77,615,288","0.0971"
"2010","Africa","Non. Religious Total","8,889,456","0.0111"
"2010","Africa","Other Religions Total","2,431,187","0.003"
"2010","Africa","Sum of Religion Adherents","790,602,945","0.9889"
"2010","Africa","Total Population","799,492,401","1"
"2010","Africa","worldpop","6,839,000,000","0.1169"
"2010","Asia","Christianity Protestants","109,770,301","0.0285"
"2010","Asia","Christianity Roman Catholics","129,766,537","0.0336"
"2010","Asia","Christianity Eastern Orthodox","9,690,172","0.0025"
"2010","Asia","Christianity Anglican","5,059,090","0.0013"
"2010","Asia","Christianity Others","33,635,763","0.0087"
"2010","Asia","Christianity Total","287,921,863","0.0746"
"2010","Asia","Judaism Orthodox","0","0"
"2010","Asia","Judaism Conservatives","0","0"
"2010","Asia","Judaism Reform","0","0"
"2010","Asia","Judaism Others","123,356","0"
"2010","Asia","Judaism Total","123,356","0"
"2010","Asia","Islam Sunni","707,062,171","0.1833"
"2010","Asia","Islam Shi’a","59,850,462","0.0155"
"2010","Asia","Islam Ibadhi","0","0"
"2010","Asia","Islam Nation of Islam","0","0"
"2010","Asia","Islam Alawite","0","0"
"2010","Asia","Islam Ahmadiyya","500,000","0.0001"
"2010","Asia","Islam Other","37,344,203","0.0097"
"2010","Asia","Islam Total","804,756,836","0.2086"
"2010","Asia","Buddhism Mahayana","14,043,532","0.0036"
"2010","Asia","Buddhism Theravada","165,612,816","0.0429"
"2010","Asia","Buddhism Other","299,264,578","0.0776"
"2010","Asia","Buddhism Total","478,920,926","0.1242"
"2010","Asia","Zoroastrian Total","94,666","0"
"2010","Asia","Hindu Total","1,008,830,303","0.2615"
"2010","Asia","Sikh Total","22,509,620","0.0058"
"2010","Asia","Shinto Total","108,029,951","0.028"
"2010","Asia","Baha’i Total","2,580,737","0.0007"
"2010","Asia","Taoism Total","9,860,014","0.0026"
"2010","Asia","Confucianism Total","4,915,980","0.0013"
"2010","Asia","Jain Total","3,873,075","0.001"
"2010","Asia","Syncretic Religions Total","578,913,544","0.1501"
"2010","Asia","Animist Religions Total","81,146,609","0.021"
"2010","Asia","Non. Religious Total","541,453,380","0.1404"
"2010","Asia","Other Religions Total","7,479,196","0.0019"
"2010","Asia","Sum of Religion Adherents","3,399,956,676","0.8814"
"2010","Asia","Total Population","3,857,553,138","1.0217"
"2010","Asia","worldpop","6,839,000,000","0.5641"
"2010","Europe","Christianity Protestants","65,717,165","0.0872"
"2010","Europe","Christianity Roman Catholics","244,246,870","0.3239"
"2010","Europe","Christianity Eastern Orthodox","201,589,183","0.2673"
"2010","Europe","Christianity Anglican","19,997,856","0.0265"
"2010","Europe","Christianity Others","26,126,910","0.0346"
"2010","Europe","Christianity Total","557,677,984","0.7396"
"2010","Europe","Judaism Orthodox","0","0"
"2010","Europe","Judaism Conservatives","0","0"
"2010","Europe","Judaism Reform","0","0"
"2010","Europe","Judaism Others","1,378,063","0.0018"
"2010","Europe","Judaism Total","1,378,063","0.0018"
"2010","Europe","Islam Sunni","36,050,392","0.0478"
"2010","Europe","Islam Shi’a","8,609,112","0.0114"
"2010","Europe","Islam Ibadhi","0","0"
"2010","Europe","Islam Nation of Islam","0","0"
"2010","Europe","Islam Alawite","500,000","0.0007"
"2010","Europe","Islam Ahmadiyya","0","0"
"2010","Europe","Islam Other","6,063,207","0.008"
"2010","Europe","Islam Total","51,222,711","0.0679"
"2010","Europe","Buddhism Mahayana","0","0"
"2010","Europe","Buddhism Theravada","0","0"
"2010","Europe","Buddhism Other","1,556,416","0.0021"
"2010","Europe","Buddhism Total","1,556,416","0.0021"
"2010","Europe","Zoroastrian Total","4,404","0"
"2010","Europe","Hindu Total","1,125,071","0.0015"
"2010","Europe","Sikh Total","490,470","0.0007"
"2010","Europe","Shinto Total","0","0"
"2010","Europe","Baha’i Total","48,120","0.0001"
"2010","Europe","Taoism Total","4,320","0"
"2010","Europe","Confucianism Total","20,000","0"
"2010","Europe","Jain Total","0","0"
"2010","Europe","Syncretic Religions Total","548,795","0.0007"
"2010","Europe","Animist Religions Total","232,716","0.0003"
"2010","Europe","Non. Religious Total","130,820,732","0.1735"
"2010","Europe","Other Religions Total","8,937,855","0.0119"
"2010","Europe","Sum of Religion Adherents","623,246,925","0.8265"
"2010","Europe","Total Population","754,067,657","1"
"2010","Europe","worldpop","6,839,000,000","0.1103"
"2010","Mideast","Christianity Protestants","2,115,645","0.0043"
"2010","Mideast","Christianity Roman Catholics","5,126,980","0.0104"
"2010","Mideast","Christianity Eastern Orthodox","10,901,720","0.0222"
"2010","Mideast","Christianity Anglican","16,767","0"
"2010","Mideast","Christianity Others","1,652,685","0.0034"
"2010","Mideast","Christianity Total","19,813,797","0.0403"
"2010","Mideast","Judaism Orthodox","5,517,567","0.0112"
"2010","Mideast","Judaism Conservatives","33,439","0.0001"
"2010","Mideast","Judaism Reform","22,293","0"
"2010","Mideast","Judaism Others","31,200","0.0001"
"2010","Mideast","Judaism Total","5,604,499","0.0114"
"2010","Mideast","Islam Sunni","340,953,009","0.694"
"2010","Mideast","Islam Shi’a","102,299,489","0.2082"
"2010","Mideast","Islam Ibadhi","1,606,195","0.0033"
"2010","Mideast","Islam Nation of Islam","0","0"
"2010","Mideast","Islam Alawite","3,608,974","0.0073"
"2010","Mideast","Islam Ahmadiyya","0","0"
"2010","Mideast","Islam Other","152,400","0.0003"
"2010","Mideast","Islam Total","448,620,067","0.9131"
"2010","Mideast","Buddhism Mahayana","0","0"
"2010","Mideast","Buddhism Theravada","0","0"
"2010","Mideast","Buddhism Other","142,503","0.0003"
"2010","Mideast","Buddhism Total","142,503","0.0003"
"2010","Mideast","Zoroastrian Total","0","0"
"2010","Mideast","Hindu Total","2,284,384","0.0046"
"2010","Mideast","Sikh Total","19,000","0"
"2010","Mideast","Shinto Total","0","0"
"2010","Mideast","Baha’i Total","362,367","0.0007"
"2010","Mideast","Taoism Total","0","0"
"2010","Mideast","Confucianism Total","0","0"
"2010","Mideast","Jain Total","0","0"
"2010","Mideast","Syncretic Religions Total","0","0"
"2010","Mideast","Animist Religions Total","8,025,046","0.0163"
"2010","Mideast","Non. Religious Total","3,612,800","0.0074"
"2010","Mideast","Other Religions Total","2,808,574","0.0057"
"2010","Mideast","Sum of Religion Adherents","487,680,237","0.9926"
"2010","Mideast","Total Population","491,293,037","1"
"2010","Mideast","worldpop","6,839,000,000","0.0718"
"2010","West. Hem","Christianity Protestants","236,474,406","0.2548"
"2010","West. Hem","Christianity Roman Catholics","504,625,969","0.5437"
"2010","West. Hem","Christianity Eastern Orthodox","8,347,937","0.009"
"2010","West. Hem","Christianity Anglican","7,995,216","0.0086"
"2010","West. Hem","Christianity Others","29,049,940","0.0313"
"2010","West. Hem","Christianity Total","786,493,468","0.8473"
"2010","West. Hem","Judaism Orthodox","1,119,839","0.0012"
"2010","West. Hem","Judaism Conservatives","1,866,128","0.002"
"2010","West. Hem","Judaism Reform","2,487,367","0.0027"
"2010","West. Hem","Judaism Others","1,337,936","0.0014"
"2010","West. Hem","Judaism Total","6,811,270","0.0073"
"2010","West. Hem","Islam Sunni","3,079,377","0.0033"
"2010","West. Hem","Islam Shi’a","407,770","0.0004"
"2010","West. Hem","Islam Ibadhi","0","0"
"2010","West. Hem","Islam Nation of Islam","0","0"
"2010","West. Hem","Islam Alawite","0","0"
"2010","West. Hem","Islam Ahmadiyya","0","0"
"2010","West. Hem","Islam Other","991,533","0.0011"
