"year","country","category","Number of people","Percentage"
"1945","Canada","Christianity Others","112000","0.0097"
"1945","Canada","Christianity Total","10531961","0.9153"
"1945","Canada","Judaism Orthodox","35338","0.0031"
"1945","Canada","Judaism Conservatives","61842","0.0054"
"1945","Canada","Judaism Reform","26503","0.0023"
"1945","Canada","Judaism Others","53007","0.0046"
"1945","Canada","Judaism Total","176690","0.0154"
"1945","Canada","Islam Sunni","0","0.0000"
"1945","Canada","Islam Shi’a","0","0.0000"
"1945","Canada","Islam Ibadhi","0","0.0000"
"1945","Canada","Islam Nation of Islam","0","0.0000"
"1945","Canada","Islam Alawite","0","0.0000"
"1945","Canada","Islam Ahmadiyya","0","0.0000"
"1945","Canada","Islam Other","0","0.0000"
"1945","Canada","Islam Total","0","0.0000"
"1945","Canada","Buddhism Mahayana","0","0.0000"
"1945","Canada","Buddhism Theravada","0","0.0000"
"1945","Canada","Buddhism Other","115066","0.0100"
"1945","Canada","Buddhism Total","115066","0.0100"
"1945","Canada","Zoroastrian Total","0","0.0000"
"1945","Canada","Hindu Total","0","0.0000"
"1945","Canada","Sikh Total","5000","0.0004"
"1945","Canada","Shinto Total","0","0.0000"
"1945","Canada","Baha’i Total","0","0.0000"
"1945","Canada","Taoism Total","0","0.0000"
"1945","Canada","Confucianism Total","0","0.0000"
"1945","Canada","Jain Total","0","0.0000"
"1945","Canada","Syncretic Religions Total","11000","0.0010"
"1945","Canada","Animist Religions Total","0","0.0000"
"1945","Canada","Non. Religious Total","0","0.0000"
"1945","Canada","Other Religions Total","666938","0.0580"
"1945","Canada","Sum of Religion Adherents","10839717","0.9420"
"1945","Canada","Total Population","11506655","1.0001"
"1950","Canada","Christianity Protestants","4098000","0.2983"
"1950","Canada","Christianity Roman Catholics","6181650","0.4500"
"1950","Canada","Christianity Eastern Orthodox","200560","0.0146"
"1950","Canada","Christianity Anglican","1300614","0.0947"
"1950","Canada","Christianity Others","444655","0.0324"
"1950","Canada","Christianity Total","12225479","0.8900"
"1950","Canada","Judaism Orthodox","35991","0.0026"
"1950","Canada","Judaism Conservatives","62984","0.0046"
"1950","Canada","Judaism Reform","26993","0.0020"
"1950","Canada","Judaism Others","53986","0.0039"
"1950","Canada","Judaism Total","179954","0.0131"
"1950","Canada","Islam Sunni","0","0.0000"
"1950","Canada","Islam Shi’a","0","0.0000"
"1950","Canada","Islam Ibadhi","0","0.0000"
"1950","Canada","Islam Nation of Islam","0","0.0000"
"1950","Canada","Islam Alawite","0","0.0000"
"1950","Canada","Islam Ahmadiyya","0","0.0000"
"1950","Canada","Islam Other","2006","0.0001"
"1950","Canada","Islam Total","2006","0.0001"
"1950","Canada","Buddhism Mahayana","0","0.0000"
"1950","Canada","Buddhism Theravada","0","0.0000"
"1950","Canada","Buddhism Other","112006","0.0082"
"1950","Canada","Buddhism Total","112006","0.0082"
"1950","Canada","Zoroastrian Total","0","0.0000"
"1950","Canada","Hindu Total","2006","0.0001"
"1950","Canada","Sikh Total","10001","0.0007"
"1950","Canada","Shinto Total","0","0.0000"
"1950","Canada","Baha’i Total","1000","0.0001"
"1950","Canada","Taoism Total","0","0.0000"
"1950","Canada","Confucianism Total","0","0.0000"
"1950","Canada","Jain Total","0","0.0000"
"1950","Canada","Syncretic Religions Total","14973","0.0011"
"1950","Canada","Animist Religions Total","50003","0.0036"
"1950","Canada","Non. Religious Total","128304","0.0093"
"1950","Canada","Other Religions Total","1011268","0.0736"
"1950","Canada","Sum of Religion Adherents","12725732","0.9264"
"1950","Canada","Total Population","13737000","0.9999"
"1955","Canada","Christianity Protestants","4248720","0.2700"
"1955","Canada","Christianity Roman Catholics","7338356","0.4663"
"1955","Canada","Christianity Eastern Orthodox","314989","0.0200"
"1955","Canada","Christianity Anglican","1720140","0.1093"
"1955","Canada","Christianity Others","347327","0.0221"
"1955","Canada","Christianity Total","13969532","0.8877"
"1955","Canada","Judaism Orthodox","43432","0.0028"
"1955","Canada","Judaism Conservatives","76006","0.0048"
"1955","Canada","Judaism Reform","32574","0.0021"
"1955","Canada","Judaism Others","65148","0.0041"
"1955","Canada","Judaism Total","217160","0.0138"
"1955","Canada","Islam Sunni","0","0.0000"
"1955","Canada","Islam Shi’a","0","0.0000"
"1955","Canada","Islam Ibadhi","0","0.0000"
"1955","Canada","Islam Nation of Islam","0","0.0000"
"1955","Canada","Islam Alawite","0","0.0000"
"1955","Canada","Islam Ahmadiyya","0","0.0000"
"1955","Canada","Islam Other","1003","0.0001"
"1955","Canada","Islam Total","1003","0.0001"
"1955","Canada","Buddhism Mahayana","0","0.0000"
"1955","Canada","Buddhism Theravada","0","0.0000"
"1955","Canada","Buddhism Other","446608","0.0284"
"1955","Canada","Buddhism Total","446608","0.0284"
"1955","Canada","Zoroastrian Total","0","0.0000"
"1955","Canada","Hindu Total","1003","0.0001"
"1955","Canada","Sikh Total","5000","0.0003"
"1955","Canada","Shinto Total","0","0.0000"
"1955","Canada","Baha’i Total","500","0.0000"
"1955","Canada","Taoism Total","0","0.0000"
"1955","Canada","Confucianism Total","0","0.0000"
"1955","Canada","Jain Total","171199","0.0109"
"1955","Canada","Syncretic Religions Total","7486","0.0005"
"1955","Canada","Animist Religions Total","25001","0.0016"
"1955","Canada","Non. Religious Total","64152","0.0041"
"1955","Canada","Other Religions Total","827356","0.0526"
"1955","Canada","Sum of Religion Adherents","14908644","0.9474"
"1955","Canada","Total Population","15736000","1.0001"
"1960","Canada","Christianity Protestants","4635491","0.2588"
"1960","Canada","Christianity Roman Catholics","8495062","0.4743"
"1960","Canada","Christianity Eastern Orthodox","350000","0.0195"
"1960","Canada","Christianity Anglican","2439666","0.1362"
"1960","Canada","Christianity Others","250000","0.0140"
"1960","Canada","Christianity Total","16170219","0.9029"
"1960","Canada","Judaism Orthodox","50873","0.0028"
"1960","Canada","Judaism Conservatives","89028","0.0050"
"1960","Canada","Judaism Reform","38155","0.0021"
"1960","Canada","Judaism Others","76310","0.0043"
"1960","Canada","Judaism Total","254366","0.0142"
"1960","Canada","Islam Sunni","0","0.0000"
"1960","Canada","Islam Shi’a","0","0.0000"
"1960","Canada","Islam Ibadhi","0","0.0000"
"1960","Canada","Islam Nation of Islam","0","0.0000"
"1960","Canada","Islam Alawite","0","0.0000"
"1960","Canada","Islam Ahmadiyya","0","0.0000"
"1960","Canada","Islam Other","0","0.0000"
"1960","Canada","Islam Total","0","0.0000"
"1960","Canada","Buddhism Mahayana","0","0.0000"
"1960","Canada","Buddhism Theravada","0","0.0000"
"1960","Canada","Buddhism Other","781211","0.0436"
"1960","Canada","Buddhism Total","781211","0.0436"
"1960","Canada","Zoroastrian Total","0","0.0000"
"1960","Canada","Hindu Total","0","0.0000"
"1960","Canada","Sikh Total","0","0.0000"
"1960","Canada","Shinto Total","0","0.0000"
"1960","Canada","Baha’i Total","0","0.0000"
"1960","Canada","Taoism Total","0","0.0000"
"1960","Canada","Confucianism Total","0","0.0000"
"1960","Canada","Jain Total","342398","0.0191"
"1960","Canada","Syncretic Religions Total","0","0.0000"
"1960","Canada","Animist Religions Total","0","0.0000"
"1960","Canada","Non. Religious Total","0","0.0000"
"1960","Canada","Other Religions Total","360806","0.0201"
"1960","Canada","Sum of Religion Adherents","17548194","0.9799"
"1960","Canada","Total Population","17909000","0.9999"
"1965","Canada","Christianity Protestants","5138863","0.2611"
"1965","Canada","Christianity Roman Catholics","9051880","0.4600"
"1965","Canada","Christianity Eastern Orthodox","429419","0.0218"
"1965","Canada","Christianity Anglican","2400068","0.1220"
"1965","Canada","Christianity Others","296329","0.0151"
"1965","Canada","Christianity Total","17316559","0.8800"
"1965","Canada","Judaism Orthodox","57330","0.0029"
"1965","Canada","Judaism Conservatives","100327","0.0051"
"1965","Canada","Judaism Reform","42997","0.0022"
"1965","Canada","Judaism Others","85995","0.0044"
"1965","Canada","Judaism Total","286649","0.0146"
"1965","Canada","Islam Sunni","0","0.0000"
"1965","Canada","Islam Shi’a","0","0.0000"
"1965","Canada","Islam Ibadhi","0","0.0000"
"1965","Canada","Islam Nation of Islam","0","0.0000"
